OrderDate,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,Region,CustomerType
2024-01-12,Stoma Care,Stoma Bag,3,206.18,618.54,Midtjylland,Clinic
2024-01-30,Infusion Therapy,IV Tubing Set,6,51.58,-309.48,Syddanmark,Hospital
2024-12-26,Respiratory Care,CPAP Machine,10,82.81,828.1,Midtjylland,Care Home
2024-10-09,Incontinence,Adult Diapers,9,299.1,2691.9,Syddanmark,Care Home
2024-12-11,Stoma Care,Adhesive Ring,9,190.59,1715.31,Nordjylland,Clinic
2024-05-03,Nutrition,Nutritional Supplement,4,60.65,242.6,Sjælland,Care Home
2024-01-12,Stoma Care,Adhesive Ring,5,177.3,886.5,Sjælland,Clinic
2024-05-25,Diabetes,Test Strips,14,242.06,3388.84,Nordjylland,Clinic
2024-01-22,Infusion Therapy,Infusion Pump,14,237.58,3326.12,Hovedstaden,Hospital
2024-05-27,Diabetes,Insulin Pen,18,178.55,3213.9,Nordjylland,Clinic
2024-05-28,Incontinence,Absorbent Pads,8,47.05,376.4,Hovedstaden,Care Home
2024-03-27,Wound Care,Sterile Bandage,14,46.94,657.16,Nordjylland,Hospital
2024-02-13,Nutrition,Enteral Nutrition Formula,2,102.3,204.6,Sjælland,Hospital
2024-02-12,Respiratory Care,Oxygen Concentrator,1,13.95,13.95,Sjælland,Private
2024-10-14,Diabetes,Blood Glucose Meter,8,269.38,2155.04,Nordjylland,Hospital
2024-04-04,Incontinence,Absorbent Pads,2,186.07,372.14,Sjælland,Hospital
2024-12-08,Stoma Care,Stoma Bag,11,250.62,2756.82,Syddanmark,Hospital
2024-01-20,Wound Care,Sterile Bandage,14,144.51,2023.14,Syddanmark,Hospital
2024-12-05,Respiratory Care,Oxygen Concentrator,6,181.77,1090.62,Hovedstaden,Hospital
2024-12-29,Nutrition,Enteral Nutrition Formula,12,176.07,2112.84,Hovedstaden,Hospital
2024-06-21,Wound Care,Sterile Bandage,11,64.13,-705.43,Midtjylland,Hospital
2024-12-07,Respiratory Care,CPAP Machine,11,66.91,736.01,Midtjylland,Private
2024-10-25,Infusion Therapy,IV Tubing Set,13,167.0,2171.0,Hovedstaden,Care Home
2024-09-23,Diabetes,Test Strips,10,247.82,2478.2,Sjælland,Private
2024-08-17,Wound Care,Antiseptic Spray,17,187.95,3195.15,Midtjylland,Hospital
2024-09-19,Diabetes,Insulin Pen,11,273.24,3005.64,Hovedstaden,Private
2024-02-20,Respiratory Care,CPAP Machine,5,16.07,80.35,Syddanmark,Hospital
2024-04-25,Incontinence,Adult Diapers,4,124.82,499.28,Midtjylland,Hospital
2024-08-02,Infusion Therapy,Infusion Pump,13,44.93,584.09,Midtjylland,Care Home
2024-12-18,Diabetes,Insulin Pen,4,58.16,232.64,Syddanmark,Hospital
2024-04-02,Nutrition,Enteral Nutrition Formula,13,43.39,564.07,Midtjylland,Hospital
2024-03-04,Wound Care,Sterile Bandage,6,142.06,852.36,Hovedstaden,Care Home
2024-11-25,Stoma Care,Adhesive Ring,10,86.12,861.2,Nordjylland,Clinic
2024-08-23,Incontinence,Adult Diapers,2,21.05,42.1,Sjælland,Private
2024-06-26,Infusion Therapy,Infusion Pump,9,38.59,347.31,Sjælland,Care Home
2024-10-25,Diabetes,Test Strips,14,53.02,742.28,Hovedstaden,Clinic
2024-01-31,Respiratory Care,Oxygen Concentrator,4,188.18,752.72,Nordjylland,Clinic
2024-01-30,Infusion Therapy,IV Tubing Set,11,239.51,2634.61,Nordjylland,Clinic
2024-09-09,Diabetes,Blood Glucose Meter,1,103.7,103.7,Midtjylland,Hospital
2024-05-31,Incontinence,Absorbent Pads,19,159.72,3034.68,Hovedstaden,Hospital
2024-08-16,Respiratory Care,Oxygen Concentrator,12,285.65,-3427.8,Hovedstaden,Private
2024-06-09,Wound Care,Sterile Bandage,11,48.33,531.63,Nordjylland,Hospital
2024-09-15,Incontinence,Absorbent Pads,7,271.7,1901.9,Sjælland,Clinic
2024-01-11,Stoma Care,Stoma Bag,4,67.83,271.32,Midtjylland,Private
2024-05-13,Incontinence,Adult Diapers,10,237.48,2374.8,Midtjylland,Hospital
2024-08-11,Respiratory Care,CPAP Machine,19,191.44,3637.36,Midtjylland,Clinic
2024-02-11,Diabetes,Test Strips,10,,1674.7,Midtjylland,Clinic
2024-09-22,Incontinence,Absorbent Pads,15,183.42,2751.3,Syddanmark,Care Home
2024-01-08,Wound Care,Antiseptic Spray,15,156.65,2349.75,Sjælland,Clinic
2024-01-09,Incontinence,Absorbent Pads,14,288.34,4036.76,Nordjylland,Private
2024-04-22,Infusion Therapy,Infusion Pump,5,140.85,704.25,Sjælland,Clinic
2024-11-01,Nutrition,Enteral Nutrition Formula,12,295.37,3544.44,Syddanmark,Care Home
2024-10-05,Stoma Care,Stoma Bag,11,210.31,2313.41,Sjælland,Clinic
2024-10-10,Respiratory Care,Oxygen Concentrator,18,204.99,3689.82,Midtjylland,Hospital
2024-05-16,Wound Care,Antiseptic Spray,-8,199.36,1594.88,Midtjylland,Clinic
2024-01-06,Nutrition,Enteral Nutrition Formula,16,289.32,4629.12,Hovedstaden,Care Home
2024-12-03,Wound Care,Antiseptic Spray,15,70.26,1053.9,Sjælland,Private
2024-04-23,Respiratory Care,Oxygen Concentrator,15,111.48,1672.2,Sjælland,Private
2024-02-14,Nutrition,,12,152.06,1824.72,Midtjylland,Care Home
2024-10-01,Respiratory Care,CPAP Machine,18,245.04,4410.72,Syddanmark,Hospital
2024-06-28,Infusion Therapy,Infusion Pump,17,287.59,4889.03,Hovedstaden,Private
2024-05-05,Nutrition,Nutritional Supplement,16,,3096.16,Midtjylland,Care Home
2024-08-01,Stoma Care,Stoma Bag,8,47.0,376.0,Midtjylland,Care Home
2024-12-28,Stoma Care,Stoma Bag,13,182.2,2368.6,Hovedstaden,Hospital
2024-10-27,Incontinence,Absorbent Pads,-12,70.93,851.16,Hovedstaden,Hospital
2024-12-05,Incontinence,Adult Diapers,6,105.86,635.16,Sjælland,Hospital
2024-10-27,Wound Care,Sterile Bandage,13,137.76,1790.88,Syddanmark,Private
2024-01-25,Wound Care,Antiseptic Spray,18,130.5,2349.0,Midtjylland,Care Home
2024-11-17,Incontinence,Adult Diapers,8,47.29,378.32,Nordjylland,Private
2024-12-09,Nutrition,Nutritional Supplement,13,83.55,1086.15,Syddanmark,Hospital
2024-12-10,Incontinence,Absorbent Pads,16,183.11,2929.76,Hovedstaden,Care Home
2024-05-08,Incontinence,Absorbent Pads,10,62.43,624.3,Nordjylland,Private
2024-02-14,Diabetes,Test Strips,6,181.0,1086.0,Sjælland,Care Home
2024-01-10,Respiratory Care,CPAP Machine,18,,1658.7,Syddanmark,Private
2024-01-09,Incontinence,Adult Diapers,-13,241.61,3140.93,Hovedstaden,Private
2024-09-03,Respiratory Care,Oxygen Concentrator,5,173.73,868.65,Syddanmark,Private
2024-11-25,Wound Care,Antiseptic Spray,9,265.13,2386.17,Midtjylland,Care Home
2024-04-08,Wound Care,Sterile Bandage,5,50.06,250.3,Hovedstaden,Hospital
2024-03-13,Diabetes,Test Strips,7,100.65,704.55,Syddanmark,Private
2024-05-30,Nutrition,Enteral Nutrition Formula,14,118.44,1658.16,Syddanmark,Clinic
2024-07-01,Stoma Care,Adhesive Ring,17,62.91,1069.47,Syddanmark,Care Home
2024-07-13,Wound Care,Antiseptic Spray,3,133.97,401.91,Nordjylland,Hospital
2024-11-13,Wound Care,Antiseptic Spray,16,245.5,3928.0,Syddanmark,Hospital
2024-09-26,Stoma Care,Stoma Bag,-17,200.74,3412.58,Nordjylland,Care Home
2024-08-19,Diabetes,Insulin Pen,19,82.08,1559.52,Midtjylland,Care Home
2024-01-07,Diabetes,Insulin Pen,10,231.75,2317.5,Midtjylland,Hospital
2024-12-02,Stoma Care,Stoma Bag,14,197.26,2761.64,Nordjylland,Hospital
2024-06-14,Respiratory Care,Oxygen Concentrator,14,139.17,1948.38,Syddanmark,Hospital
2024-06-27,Respiratory Care,Oxygen Concentrator,16,100.75,1612.0,Sjælland,Hospital
2024-11-07,Wound Care,Antiseptic Spray,4,191.24,764.96,Hovedstaden,Care Home
2024-08-17,Respiratory Care,CPAP Machine,7,121.19,848.33,Hovedstaden,Private
2024-06-13,Incontinence,Absorbent Pads,9,99.28,893.52,Sjælland,Private
2024-06-23,Nutrition,Nutritional Supplement,3,253.27,759.81,Hovedstaden,Clinic
2024-01-24,Incontinence,Adult Diapers,18,128.26,2308.68,Hovedstaden,Hospital
2024-10-18,Nutrition,Enteral Nutrition Formula,8,211.6,1692.8,Midtjylland,Hospital
2024-07-07,Wound Care,Antiseptic Spray,17,74.24,1262.08,Hovedstaden,Hospital
2024-03-22,Stoma Care,Stoma Bag,7,265.18,1856.26,Midtjylland,Private
2024-11-05,Infusion Therapy,IV Tubing Set,2,31.28,62.56,Sjælland,Clinic
2024-09-01,Incontinence,Adult Diapers,3,269.57,808.71,Hovedstaden,Hospital
2024-05-09,Diabetes,Blood Glucose Meter,4,158.73,634.92,Nordjylland,Private
2024-05-27,Respiratory Care,Oxygen Concentrator,16,119.16,1906.56,Syddanmark,Hospital
2024-12-28,Stoma Care,Adhesive Ring,4,158.76,635.04,Nordjylland,Care Home
2024-04-06,Incontinence,Absorbent Pads,18,219.61,3952.98,Sjælland,Clinic
2024-10-09,Stoma Care,Adhesive Ring,11,225.77,2483.47,Nordjylland,Care Home
2024-11-13,Diabetes,Insulin Pen,16,77.46,1239.36,Hovedstaden,Care Home
2024-06-30,Wound Care,Sterile Bandage,13,224.34,2916.42,Syddanmark,Clinic
2024-06-30,Diabetes,Blood Glucose Meter,19,19.2,364.8,Sjælland,Private
2024-09-19,Respiratory Care,Oxygen Concentrator,8,91.04,728.32,Syddanmark,Clinic
2024-10-11,Infusion Therapy,,14,259.04,3626.56,Syddanmark,Hospital
2024-01-20,Infusion Therapy,IV Tubing Set,6,297.65,1785.9,Sjælland,Hospital
2024-11-14,Wound Care,Antiseptic Spray,3,115.35,346.05,Nordjylland,Private
2024-02-11,Wound Care,Sterile Bandage,2,253.6,507.2,Hovedstaden,Clinic
2024-07-25,Diabetes,,14,275.58,3858.12,Hovedstaden,Private
2024-04-23,Wound Care,Sterile Bandage,1,248.16,248.16,Midtjylland,Clinic
2024-01-16,Stoma Care,Stoma Bag,12,137.62,1651.44,Midtjylland,Clinic
2024-07-10,Incontinence,Adult Diapers,11,14.17,155.87,Nordjylland,Care Home
2024-06-10,Stoma Care,Adhesive Ring,14,286.23,4007.22,Sjælland,Care Home
2024-05-04,Nutrition,Enteral Nutrition Formula,17,155.97,2651.49,Syddanmark,Clinic
2024-02-27,Respiratory Care,CPAP Machine,6,240.01,1440.06,Midtjylland,Clinic
2024-11-30,Diabetes,Insulin Pen,12,291.19,3494.28,Nordjylland,Private
2024-03-09,Nutrition,Enteral Nutrition Formula,2,231.42,462.84,Sjælland,Care Home
2024-06-02,Infusion Therapy,Infusion Pump,3,192.02,576.06,Hovedstaden,Private
2024-01-03,Diabetes,Test Strips,18,277.98,5003.64,Syddanmark,Care Home
2024-01-10,Stoma Care,Stoma Bag,7,249.19,1744.33,Sjælland,Care Home
2024-04-24,Stoma Care,Adhesive Ring,15,96.97,1454.55,Hovedstaden,Clinic
2024-06-03,Diabetes,Insulin Pen,17,66.02,1122.34,Nordjylland,Clinic
2024-01-13,Infusion Therapy,IV Tubing Set,15,67.81,1017.15,Nordjylland,Care Home
2024-01-25,Respiratory Care,CPAP Machine,5,114.51,572.55,Midtjylland,Hospital
2024-04-06,Diabetes,Insulin Pen,17,77.16,1311.72,Midtjylland,Hospital
2024-11-19,Respiratory Care,Oxygen Concentrator,17,42.33,719.61,Syddanmark,Clinic
2024-07-01,Stoma Care,Stoma Bag,10,165.02,1650.2,Sjælland,Care Home
2024-03-13,Stoma Care,Stoma Bag,14,230.35,3224.9,Nordjylland,Hospital
2024-04-16,Diabetes,Blood Glucose Meter,12,24.39,292.68,Nordjylland,Private
2024-01-26,Stoma Care,Adhesive Ring,14,288.85,4043.9,Hovedstaden,Private
2024-09-29,Diabetes,Test Strips,12,231.03,2772.36,Hovedstaden,Hospital
2024-12-20,Incontinence,Absorbent Pads,8,240.24,1921.92,Hovedstaden,Hospital
2024-07-07,Wound Care,Sterile Bandage,1,24.87,24.87,Hovedstaden,Private
2024-12-13,Nutrition,Enteral Nutrition Formula,6,194.08,1164.48,Nordjylland,Care Home
2024-07-17,Wound Care,Sterile Bandage,1,227.1,227.1,Sjælland,Hospital
2024-01-02,Diabetes,Blood Glucose Meter,14,243.62,3410.68,Nordjylland,Clinic
2024-04-07,Incontinence,Adult Diapers,-12,45.8,549.6,Nordjylland,Hospital
2024-03-19,Respiratory Care,CPAP Machine,13,202.36,2630.68,Midtjylland,Care Home
2024-07-01,Infusion Therapy,Infusion Pump,12,213.25,2559.0,Nordjylland,Private
2024-08-25,Wound Care,Antiseptic Spray,6,154.2,925.2,Sjælland,Private
2024-02-20,Nutrition,Nutritional Supplement,8,147.3,1178.4,Sjælland,Care Home
2024-10-30,Stoma Care,Adhesive Ring,7,255.79,1790.53,Nordjylland,Care Home
2024-10-19,Infusion Therapy,Infusion Pump,9,194.24,1748.16,Sjælland,Private
2024-09-23,Incontinence,Adult Diapers,6,258.8,1552.8,Hovedstaden,Hospital
2024-05-19,Incontinence,Absorbent Pads,6,163.0,978.0,Midtjylland,Clinic
2024-08-10,Wound Care,Antiseptic Spray,19,149.86,2847.34,Sjælland,Private
2024-04-30,Diabetes,Blood Glucose Meter,4,178.98,715.92,Nordjylland,Hospital
2024-05-04,Respiratory Care,Oxygen Concentrator,19,151.29,-2874.51,Sjælland,Private
2024-05-03,Diabetes,Blood Glucose Meter,4,67.29,269.16,Hovedstaden,Care Home
2024-01-14,Incontinence,Absorbent Pads,16,136.94,2191.04,Sjælland,Private
2024-08-03,Diabetes,Test Strips,7,93.49,654.43,Nordjylland,Private
2024-11-25,Stoma Care,Stoma Bag,6,170.32,1021.92,Hovedstaden,Care Home
2024-09-04,Incontinence,Adult Diapers,6,188.11,1128.66,Hovedstaden,Hospital
2024-11-08,Stoma Care,Stoma Bag,12,79.55,954.6,Nordjylland,Clinic
2024-10-08,Diabetes,Insulin Pen,11,239.66,2636.26,Syddanmark,Care Home
2024-08-19,Respiratory Care,Oxygen Concentrator,1,254.76,254.76,Midtjylland,Clinic
2024-09-02,Diabetes,Insulin Pen,18,106.4,1915.2,Nordjylland,Hospital
2024-06-25,Wound Care,Antiseptic Spray,11,261.88,2880.68,Midtjylland,Clinic
2024-02-11,Nutrition,Enteral Nutrition Formula,19,208.7,3965.3,Syddanmark,Private
2024-05-19,Nutrition,Enteral Nutrition Formula,2,26.31,52.62,Nordjylland,Private
2024-01-13,Infusion Therapy,IV Tubing Set,19,109.55,2081.45,Hovedstaden,Care Home
2024-04-17,Diabetes,Insulin Pen,18,119.33,2147.94,Syddanmark,Care Home
2024-03-28,Diabetes,Insulin Pen,12,46.57,558.84,Sjælland,Care Home
2024-01-05,Incontinence,Adult Diapers,11,270.78,2978.58,Hovedstaden,Hospital
2024-05-06,Diabetes,Insulin Pen,7,230.52,1613.64,Syddanmark,Clinic
2024-03-05,Infusion Therapy,Infusion Pump,4,75.48,301.92,Sjælland,Hospital
2024-08-24,Wound Care,Sterile Bandage,17,295.55,5024.35,Nordjylland,Clinic
2024-03-08,Incontinence,Absorbent Pads,8,173.97,-1391.76,Syddanmark,Hospital
2024-12-18,Incontinence,Adult Diapers,9,166.13,1495.17,Syddanmark,Care Home
2024-08-13,Wound Care,Antiseptic Spray,13,139.13,1808.69,Nordjylland,Care Home
2024-06-29,Nutrition,Nutritional Supplement,1,72.4,72.4,Hovedstaden,Care Home
2024-05-22,Respiratory Care,Oxygen Concentrator,6,99.99,599.94,Midtjylland,Clinic
2024-12-16,Respiratory Care,CPAP Machine,18,23.63,425.34,Midtjylland,Clinic
2024-01-09,Wound Care,Sterile Bandage,18,224.85,4047.3,Syddanmark,Hospital
2024-12-14,Nutrition,Enteral Nutrition Formula,9,48.67,438.03,Midtjylland,Hospital
2024-12-19,Respiratory Care,Oxygen Concentrator,10,117.11,1171.1,Hovedstaden,Hospital
2024-06-22,Respiratory Care,Oxygen Concentrator,10,205.47,-2054.7,Nordjylland,Care Home
2024-02-28,Nutrition,Nutritional Supplement,9,179.74,1617.66,Sjælland,Hospital
2024-08-26,Nutrition,Enteral Nutrition Formula,15,293.92,4408.8,Sjælland,Care Home
2024-03-20,Wound Care,Sterile Bandage,15,218.04,3270.6,Nordjylland,Care Home
2024-07-13,Respiratory Care,Oxygen Concentrator,17,34.13,580.21,Nordjylland,Private
2024-11-07,Incontinence,Adult Diapers,4,264.55,1058.2,Syddanmark,Care Home
2024-06-04,Incontinence,Absorbent Pads,16,158.66,2538.56,Syddanmark,Care Home
2024-07-24,Nutrition,Nutritional Supplement,4,96.38,385.52,Syddanmark,Care Home
2024-03-08,Respiratory Care,Oxygen Concentrator,2,247.96,-495.92,Hovedstaden,Care Home
2024-01-10,Wound Care,Antiseptic Spray,6,112.05,672.3,Syddanmark,Clinic
2024-03-18,Stoma Care,Stoma Bag,17,16.34,277.78,Hovedstaden,Care Home
2024-06-14,Diabetes,Blood Glucose Meter,-11,17.86,196.46,Hovedstaden,Hospital
2024-08-08,Incontinence,Absorbent Pads,11,165.31,1818.41,Syddanmark,Private
2024-08-06,Incontinence,Adult Diapers,16,289.0,4624.0,Hovedstaden,Hospital
2024-04-29,Nutrition,Nutritional Supplement,18,104.06,1873.08,Midtjylland,Hospital
2024-10-03,Wound Care,Sterile Bandage,3,33.95,101.85,Syddanmark,Care Home
2024-06-20,Respiratory Care,Oxygen Concentrator,13,262.21,3408.73,Hovedstaden,Clinic
2024-03-27,Infusion Therapy,Infusion Pump,9,11.79,106.11,Hovedstaden,Hospital
2024-02-11,Infusion Therapy,IV Tubing Set,9,14.12,127.08,Syddanmark,Hospital
2024-09-02,Diabetes,Test Strips,7,164.66,1152.62,Syddanmark,Private
2024-07-22,Stoma Care,Stoma Bag,4,184.94,739.76,Syddanmark,Care Home
2024-02-26,Stoma Care,Adhesive Ring,19,187.29,3558.51,Nordjylland,Private
2024-11-30,Respiratory Care,CPAP Machine,9,236.72,2130.48,Hovedstaden,Clinic
2024-03-16,Stoma Care,Adhesive Ring,1,64.38,64.38,Midtjylland,Private
2024-04-12,Stoma Care,Stoma Bag,18,254.99,4589.82,Nordjylland,Clinic
2024-03-22,Diabetes,Insulin Pen,12,140.53,1686.36,Sjælland,Private
2024-07-19,Respiratory Care,Oxygen Concentrator,14,46.08,645.12,Nordjylland,Care Home
2024-06-15,Diabetes,Blood Glucose Meter,12,56.58,678.96,Sjælland,Care Home
2024-11-06,Diabetes,Blood Glucose Meter,4,248.31,993.24,Midtjylland,Care Home
2024-04-17,Incontinence,Absorbent Pads,18,11.97,215.46,Midtjylland,Care Home
2024-04-17,Infusion Therapy,IV Tubing Set,17,80.06,1361.02,Nordjylland,Care Home
2024-04-28,Incontinence,Absorbent Pads,2,28.59,57.18,Midtjylland,Care Home
2024-03-18,Nutrition,Enteral Nutrition Formula,6,254.71,1528.26,Syddanmark,Care Home
2024-03-07,Diabetes,Test Strips,12,150.23,1802.76,Hovedstaden,Clinic
2024-03-28,Nutrition,Nutritional Supplement,17,,1506.71,Midtjylland,Hospital
2024-10-03,Incontinence,Absorbent Pads,6,293.17,1759.02,Hovedstaden,Hospital
2024-11-05,Stoma Care,Adhesive Ring,3,87.37,262.11,Syddanmark,Care Home
2024-06-03,Nutrition,,6,209.3,1255.8,Midtjylland,Clinic
2024-06-28,Diabetes,Insulin Pen,2,105.52,211.04,Sjælland,Hospital
2024-08-14,Diabetes,Insulin Pen,12,220.84,2650.08,Syddanmark,Hospital
2024-09-24,Wound Care,Antiseptic Spray,13,275.38,3579.94,Sjælland,Clinic
2024-09-15,Infusion Therapy,Infusion Pump,5,160.3,801.5,Hovedstaden,Hospital
2024-03-07,Wound Care,Antiseptic Spray,8,17.85,142.8,Syddanmark,Hospital
2024-01-20,Diabetes,Blood Glucose Meter,2,84.85,169.7,Hovedstaden,Hospital
2024-03-31,Respiratory Care,Oxygen Concentrator,14,235.0,3290.0,Syddanmark,Care Home
2024-12-14,Incontinence,Adult Diapers,8,177.43,1419.44,Nordjylland,Private
2024-06-14,Infusion Therapy,Infusion Pump,5,136.15,680.75,Hovedstaden,Care Home
2024-03-22,Nutrition,Enteral Nutrition Formula,1,39.93,39.93,Sjælland,Care Home
2024-11-10,Wound Care,Antiseptic Spray,5,198.37,991.85,Nordjylland,Care Home
2024-11-09,Stoma Care,Stoma Bag,13,24.3,315.9,Hovedstaden,Private
2024-08-13,Wound Care,Sterile Bandage,15,141.64,2124.6,Midtjylland,Care Home
2024-06-27,Nutrition,,7,299.32,2095.24,Hovedstaden,Private
2024-07-21,Nutrition,Enteral Nutrition Formula,1,252.55,252.55,Midtjylland,Clinic
2024-12-03,Respiratory Care,Oxygen Concentrator,1,159.13,159.13,Syddanmark,Hospital
2024-03-24,Wound Care,Antiseptic Spray,3,71.67,215.01,Midtjylland,Clinic
2024-09-21,Infusion Therapy,IV Tubing Set,2,144.45,288.9,Nordjylland,Private
2024-03-25,Wound Care,Antiseptic Spray,17,108.09,1837.53,Nordjylland,Hospital
2024-12-11,Stoma Care,Stoma Bag,6,99.01,594.06,Sjælland,Clinic
2024-05-23,Nutrition,Nutritional Supplement,5,50.51,252.55,Midtjylland,Private
2024-11-17,Infusion Therapy,Infusion Pump,6,155.3,931.8,Hovedstaden,Care Home
2024-04-06,Infusion Therapy,Infusion Pump,7,65.82,460.74,Sjælland,Care Home
2024-10-02,Respiratory Care,Oxygen Concentrator,8,254.68,2037.44,Syddanmark,Care Home
2024-06-02,Wound Care,Sterile Bandage,10,178.91,1789.1,Hovedstaden,Hospital
2024-08-19,Stoma Care,Adhesive Ring,16,162.38,2598.08,Hovedstaden,Hospital
2024-09-05,Stoma Care,Stoma Bag,13,17.72,230.36,Hovedstaden,Care Home
2024-02-11,Nutrition,Nutritional Supplement,7,209.93,1469.51,Hovedstaden,Clinic
2024-05-08,Infusion Therapy,Infusion Pump,10,158.72,1587.2,Syddanmark,Care Home
2024-02-22,Wound Care,Antiseptic Spray,2,30.53,61.06,Hovedstaden,Private
2024-01-24,Incontinence,Adult Diapers,16,96.98,-1551.68,Midtjylland,Clinic
2024-04-14,Wound Care,Antiseptic Spray,15,238.79,3581.85,Hovedstaden,Hospital
2024-11-28,Wound Care,Antiseptic Spray,1,14.25,14.25,Syddanmark,Clinic
2024-02-28,Infusion Therapy,IV Tubing Set,17,83.48,1419.16,Nordjylland,Care Home
2024-08-05,Infusion Therapy,Infusion Pump,19,,5213.03,Midtjylland,Hospital
2024-10-23,Stoma Care,Adhesive Ring,10,26.08,260.8,Hovedstaden,Hospital
2024-06-09,Diabetes,Test Strips,5,284.72,1423.6,Syddanmark,Hospital
2024-04-26,Infusion Therapy,IV Tubing Set,4,65.17,260.68,Syddanmark,Private
2024-02-05,Diabetes,Test Strips,16,132.65,2122.4,Midtjylland,Care Home
2024-12-22,Respiratory Care,Oxygen Concentrator,4,58.39,233.56,Hovedstaden,Private
2024-01-22,Wound Care,Sterile Bandage,2,206.37,412.74,Hovedstaden,Clinic
2024-03-25,Diabetes,Insulin Pen,17,268.38,4562.46,Syddanmark,Private
2024-08-31,Stoma Care,Adhesive Ring,16,205.55,3288.8,Hovedstaden,Hospital
2024-01-02,Infusion Therapy,Infusion Pump,19,74.85,1422.15,Nordjylland,Hospital
2024-09-26,Stoma Care,Stoma Bag,12,100.01,1200.12,Sjælland,Care Home
2024-10-27,Nutrition,Enteral Nutrition Formula,10,223.86,2238.6,Midtjylland,Care Home
2024-04-23,Infusion Therapy,IV Tubing Set,14,111.36,1559.04,Sjælland,Private
2024-08-29,Diabetes,Blood Glucose Meter,17,248.67,4227.39,Nordjylland,Clinic
2024-11-15,Nutrition,Enteral Nutrition Formula,6,14.9,89.4,Nordjylland,Clinic
2024-07-14,Wound Care,Antiseptic Spray,14,206.88,2896.32,Hovedstaden,Care Home
2024-03-09,Incontinence,Adult Diapers,13,289.66,3765.58,Midtjylland,Clinic
2024-05-10,Nutrition,Enteral Nutrition Formula,9,109.25,983.25,Syddanmark,Private
2024-10-26,Stoma Care,Stoma Bag,3,248.05,744.15,Midtjylland,Clinic
2024-02-16,Stoma Care,Stoma Bag,2,80.68,161.36,Syddanmark,Care Home
2024-11-07,Wound Care,Antiseptic Spray,11,114.63,1260.93,Syddanmark,Care Home
2024-11-18,Diabetes,Blood Glucose Meter,13,19.98,259.74,Hovedstaden,Private
2024-10-31,Infusion Therapy,Infusion Pump,10,245.95,2459.5,Midtjylland,Hospital
2024-04-09,Nutrition,Enteral Nutrition Formula,8,18.35,146.8,Sjælland,Care Home
2024-01-30,Infusion Therapy,Infusion Pump,8,265.77,2126.16,Nordjylland,Care Home
2024-11-26,Stoma Care,Stoma Bag,15,15.54,233.1,Midtjylland,Hospital
2024-03-23,Diabetes,Insulin Pen,18,12.16,218.88,Midtjylland,Hospital
2024-01-16,Infusion Therapy,IV Tubing Set,7,180.65,1264.55,Hovedstaden,Care Home
2024-10-08,Wound Care,Antiseptic Spray,5,84.91,424.55,Midtjylland,Care Home
2024-08-29,Stoma Care,Stoma Bag,16,213.6,3417.6,Sjælland,Care Home
2024-05-13,Infusion Therapy,IV Tubing Set,14,272.29,-3812.06,Nordjylland,Clinic
2024-09-29,Nutrition,Nutritional Supplement,6,251.2,1507.2,Hovedstaden,Hospital
2024-02-20,Infusion Therapy,IV Tubing Set,16,118.99,1903.84,Sjælland,Clinic
2024-09-07,Stoma Care,Stoma Bag,9,57.72,519.48,Nordjylland,Clinic
2024-08-17,Nutrition,Nutritional Supplement,3,34.42,103.26,Midtjylland,Hospital
2024-11-18,Incontinence,Absorbent Pads,18,290.09,5221.62,Hovedstaden,Care Home
2024-05-08,Infusion Therapy,IV Tubing Set,-18,39.13,704.34,Sjælland,Care Home
2024-12-21,Diabetes,Insulin Pen,11,208.57,2294.27,Hovedstaden,Care Home
2024-02-11,Incontinence,Adult Diapers,9,15.7,141.3,Midtjylland,Clinic
2024-08-02,Nutrition,Nutritional Supplement,2,207.27,414.54,Nordjylland,Hospital
2024-10-07,Respiratory Care,CPAP Machine,16,23.01,368.16,Midtjylland,Hospital
2024-09-05,Wound Care,Antiseptic Spray,1,126.1,126.1,Syddanmark,Private
2024-01-17,Diabetes,Blood Glucose Meter,8,109.03,872.24,Hovedstaden,Clinic
2024-08-02,Respiratory Care,Oxygen Concentrator,5,93.85,469.25,Hovedstaden,Clinic
2024-06-09,Wound Care,Antiseptic Spray,7,197.09,-1379.63,Hovedstaden,Clinic
2024-05-09,Wound Care,,8,174.39,1395.12,Nordjylland,Clinic
2024-12-06,Diabetes,Test Strips,6,203.53,1221.18,Nordjylland,Private
2024-11-18,Nutrition,Enteral Nutrition Formula,1,165.59,165.59,Hovedstaden,Hospital
2024-10-17,Wound Care,Sterile Bandage,12,231.13,2773.56,Hovedstaden,Private
2024-11-04,Incontinence,Adult Diapers,5,141.94,709.7,Nordjylland,Hospital
2024-11-27,Stoma Care,Stoma Bag,13,257.45,3346.85,Syddanmark,Hospital
2024-10-29,Incontinence,Adult Diapers,12,47.38,568.56,Midtjylland,Clinic
2024-01-15,Respiratory Care,Oxygen Concentrator,4,38.03,152.12,Nordjylland,Care Home
2024-05-25,Respiratory Care,Oxygen Concentrator,7,131.19,918.33,Hovedstaden,Clinic
2024-01-29,Stoma Care,Adhesive Ring,14,178.58,2500.12,Sjælland,Clinic
2024-07-04,Wound Care,Sterile Bandage,14,163.49,2288.86,Hovedstaden,Care Home
2024-08-25,Respiratory Care,CPAP Machine,1,251.26,251.26,Nordjylland,Clinic
